iter	Logloss
256	0.2140932992
257	0.2137613045
258	0.2132819216
259	0.2126578743
260	0.2123120291
261	0.2120013131
262	0.2116180482
263	0.2113586488
264	0.2110732816
265	0.2106102253
266	0.2101123028
267	0.209822618
268	0.2086577657
269	0.2081412108
270	0.2077366517
271	0.2074334878
272	0.2072399828
273	0.2067869856
274	0.2064361572
275	0.2059882669
276	0.2056935525
277	0.2054801925
278	0.204955838
279	0.2045326001
280	0.2042261708
281	0.2039964533
282	0.203534991
283	0.2031348424
284	0.2026555988
285	0.2020295551
286	0.201601396
287	0.2010762677
288	0.2006212122
289	0.2003203386
290	0.1998366845
291	0.1994311041
292	0.1991919001
293	0.1987811354
294	0.1984111639
295	0.1980668198
296	0.1977668437
297	0.1973949378
298	0.1970728319
299	0.1967808102
300	0.1964788224
301	0.1960334546
302	0.1956363546
303	0.1953709972
304	0.1948991663
305	0.1945053317
306	0.1940956812
307	0.193699417
308	0.1933906664
309	0.1930262351
310	0.1926294911
311	0.1923700607
312	0.1920925241
313	0.1917899791
314	0.1914961469
315	0.1912806822
316	0.1908816479
317	0.1904686701
318	0.1901727796
319	0.1898757594
320	0.1896339092
321	0.1893204076
322	0.1889712196
323	0.1885315932
324	0.1882858895
325	0.1880125622
326	0.187690936
327	0.1873460812
328	0.1871093998
329	0.1868492266
330	0.1865436484
331	0.1862046743
332	0.1857816375
333	0.1854265998
334	0.184747429
335	0.1843667794
336	0.1839583515
337	0.1837392192
338	0.1835125658
339	0.1831886028
340	0.1829984715
341	0.1827339033
342	0.1824345308
343	0.1821854226
344	0.181851741
345	0.1816680165
346	0.1813238736
347	0.1811876897
348	0.1808749464
349	0.1806018357
350	0.1803585772
351	0.1800871689
352	0.1797789599
353	0.179464375
354	0.1792085814
355	0.1787966096
356	0.1785575758
357	0.178340672
358	0.1780854664
359	0.1776894653
360	0.1773910058
361	0.1771606074
362	0.1769181072
363	0.1767101791
364	0.1764112244
365	0.1761407446
366	0.1758837903
367	0.1756348523
368	0.1753740446
369	0.1751845014
370	0.1748544256
371	0.1746003497
372	0.1737810177
373	0.1735059262
374	0.1732151736
375	0.1729661736
376	0.1726989127
377	0.1723710963
378	0.1721072864
379	0.1719031653
380	0.1717110686
381	0.1715015466
382	0.1712539704
383	0.1710206007
384	0.1707373381
385	0.1703069969
386	0.1700043746
387	0.1698433216
388	0.169636678
389	0.1692732372
390	0.1689433781
391	0.1687255302
392	0.1684653725
393	0.1682564385
394	0.1680307446
395	0.1677701691
396	0.1674904968
397	0.1671731574
398	0.1669117926
399	0.1666534919
400	0.1664695508
401	0.1662057873
402	0.1659356943
403	0.1656382717
404	0.1654113243
405	0.165146493
406	0.1647761656
407	0.1644114713
408	0.1641932675
409	0.1638038434
410	0.1635941666
411	0.1633663526
412	0.1631887099
413	0.1629922492
414	0.1627058296
415	0.1624202922
416	0.1621073322
417	0.1618778469
418	0.161622208
419	0.1614005222
420	0.1611455643
421	0.1609077531
422	0.1607671277
423	0.1603080951
424	0.1600155008
425	0.159718527
426	0.1595893071
427	0.159319307
428	0.1590754449
429	0.1588696679
430	0.1586723096
431	0.1585483512
432	0.1582729193
433	0.1579943148
434	0.157705218
435	0.1574737363
436	0.1572617072
437	0.1570554041
438	0.1568464701
439	0.1564881207
440	0.1563105864
441	0.1561154874
442	0.1559632709
443	0.1557214052
444	0.1554572548
445	0.1551992173
446	0.1547687213
447	0.1545761758
448	0.1543158015
449	0.1541756404
450	0.1539830175
451	0.15375802
452	0.1535972611
453	0.1534830059
454	0.1530689758
455	0.1528574574
456	0.1526644631
457	0.1524169179
458	0.1522266164
459	0.1519926276
460	0.151760759
461	0.1514644816
462	0.1513111664
463	0.1510509623
464	0.1507282373
465	0.1505165023
466	0.1503028173
467	0.1500395336
468	0.1497004201
469	0.1495102424
470	0.1492987085
471	0.1491607295
472	0.1489332714
473	0.1487679627
474	0.1486125892
475	0.1483983162
476	0.1482225306
477	0.1479290542
478	0.1477191763
479	0.14742782
480	0.1471344056
481	0.1469227325
482	0.1467328178
483	0.1465455185
484	0.1464160045
485	0.1460609049
486	0.1457980081
487	0.1454094506
488	0.1452754642
489	0.1450164362
490	0.1447717694
491	0.1445351808
492	0.1443154604
493	0.1441616345
494	0.143942595
495	0.1437635751
496	0.1435139561
497	0.1432641515
498	0.1429172849
499	0.1426921636
500	0.1424679398
501	0.1422597796
502	0.1420031658
503	0.1416922022
504	0.1414300636
505	0.1412973617
506	0.1411351326
507	0.1409292473
508	0.1407424896
509	0.1405741786
510	0.1402722837
511	0.1400943006
512	0.1398805382
513	0.1395244792
514	0.1392596943
515	0.1391032066
516	0.1388593445
517	0.1386943144
518	0.138397062
519	0.1382400946
520	0.1380051619
521	0.1377619188
522	0.1374859607
523	0.1372688402
524	0.1370936891
525	0.1369838289
526	0.1367816577
527	0.1365669823
528	0.1362886874
529	0.1361309616
530	0.1359674171
531	0.1357469539
532	0.1353282348
533	0.1350660034
534	0.1349519958
535	0.1347135811
536	0.1345000973
537	0.1342617136
538	0.1339865601
539	0.1336856865
540	0.1334576868
541	0.1331953935
542	0.1329949245
543	0.1328574871
544	0.1326817325
545	0.1324121967
546	0.1322751306
547	0.1321010164
548	0.1319032866
549	0.1317025392
550	0.1315366114
551	0.1313972705
552	0.1312254002
553	0.1310041478
554	0.1308504921
555	0.1306433068
556	0.1304328872
557	0.1302327123
558	0.129999064
559	0.1297611445
560	0.1295904736
561	0.1293797522
562	0.1292294392
563	0.1290184779
564	0.1288088553
565	0.1286529015
566	0.1284568972
567	0.1281637381
568	0.1279037893
569	0.1277222856
570	0.1275413699
571	0.1273457525
572	0.1271625
573	0.1270558201
574	0.1268922291
575	0.1266226856
576	0.1264598761
577	0.1263048122
578	0.1261046528
579	0.1259605454
580	0.1257672339
581	0.1255853046
582	0.1254118635
583	0.1249127727
584	0.1247488645
585	0.1245745645
586	0.1244666156
587	0.1242335167
588	0.124059178
589	0.123832811
590	0.123654116
591	0.1235282542
592	0.1234176202
593	0.1232714624
594	0.1231539806
595	0.1229586572
596	0.1227643862
597	0.1225813504
598	0.1223800922
599	0.1221687905
600	0.1219553686
601	0.1217472626
602	0.1215940866
603	0.1213509132
604	0.1211852563
605	0.1209783187
606	0.1208264272
607	0.1206861887
608	0.120452788
609	0.1202492395
610	0.1200684012
611	0.1199260967
612	0.1196689025
613	0.1192218479
614	0.1189942892
615	0.1188253902
616	0.1186272194
617	0.1184637058
618	0.118177472
619	0.1180423172
620	0.1178580588
621	0.1176586809
622	0.1174726815
623	0.1173751166
624	0.1172837341
625	0.1171025398
626	0.1168977068
627	0.1166511211
628	0.1164900449
629	0.1163374725
630	0.1161322139
631	0.1157825926
632	0.1156391817
633	0.1154245218
634	0.1152529687
635	0.1150542563
636	0.1149021636
637	0.1146016924
638	0.1144387359
639	0.114296122
640	0.1140950186
641	0.1138920117
642	0.1137776559
643	0.1135599163
644	0.1133734063
645	0.1132004604
646	0.1130386879
647	0.1128092489
648	0.1125897607
649	0.1123518644
650	0.1121722177
651	0.1120114278
652	0.111872025
653	0.1117471072
654	0.1116060485
655	0.1114140679
656	0.111196692
657	0.1110831023
658	0.1109592368
659	0.1108244379
660	0.1106907688
661	0.1105147046
662	0.1103699783
663	0.1101623597
664	0.1100086808
665	0.1098458172
666	0.1096641045
667	0.1095212507
668	0.1093073414
669	0.1090022739
670	0.1088667786
671	0.1087047275
672	0.1085669496
673	0.1083768338
674	0.1082741078
675	0.108112312
676	0.1079849336
677	0.107852162
678	0.1076391812
679	0.1075092029
680	0.1073322103
681	0.1071771154
682	0.1070141589
683	0.1068067415
684	0.106600361
685	0.1063834107
686	0.1062244624
687	0.1059996042
688	0.1058620739
689	0.1057419612
690	0.1056078588
691	0.1054257592
692	0.1052977154
693	0.1051390302
694	0.1049920985
695	0.1047998394
696	0.1046788523
697	0.1045847229
698	0.1043897091
699	0.104216624
700	0.1041180686
701	0.1039493166
702	0.10379327
703	0.1036940801
704	0.103543682
705	0.1034104074
706	0.1032670584
707	0.1031057114
708	0.1029956113
709	0.1028826174
710	0.1026973531
711	0.1025836937
712	0.1024773155
713	0.1023404274
714	0.1021902769
715	0.1020961862
716	0.1018849464
717	0.1017587596
718	0.1015679706
719	0.1013872947
720	0.1011770067
721	0.1009905972
722	0.1007820269
723	0.1004926825
724	0.1003558641
725	0.1002033845
726	0.1000850438
727	0.09997208849
728	0.09985360848
729	0.09974044428
730	0.09968543681
731	0.09957819198
732	0.09941687594
733	0.09932281618
734	0.09913133849
735	0.09899575812
736	0.09884679148
737	0.09876432283
738	0.09866953573
739	0.09843286975
740	0.09831133334
741	0.0982208252
742	0.09812291205
743	0.09797264548
744	0.09786068063
745	0.09769845928
746	0.09755478524
747	0.09739517924
748	0.09725380331
749	0.09705968706
750	0.09682336153
751	0.09666861482
752	0.096498176
753	0.0963547341
754	0.09621566401
755	0.09610511517
756	0.09593194493
757	0.09575437967
758	0.095550924
759	0.09544915747
760	0.09523281074
761	0.09513095136
762	0.09490722285
763	0.09476193937
764	0.09464064283
765	0.09449795922
766	0.09435892782
767	0.09425022056
768	0.0941408169
769	0.09399314246
770	0.09382105551
771	0.0937048736
772	0.09353825722
773	0.09340856525
774	0.09326170327
775	0.09313531531
776	0.0930145372
777	0.0928633421
778	0.09264767629
779	0.09249846979
780	0.0924086503
781	0.0922832992
782	0.09210726601
783	0.09201085398
784	0.09183237567
785	0.09162443211
786	0.09150615328
787	0.09137736663
788	0.0911922803
789	0.09108811508
790	0.09095591609
791	0.09082456051
792	0.09066305876
793	0.09057091796
794	0.09036403447
795	0.09024555446
796	0.09009179817
797	0.09000161502
798	0.08980122348
799	0.08959923023
800	0.08947028882
801	0.08932875039
802	0.08923660959
803	0.08906926586
804	0.08892874882
805	0.08882112484
806	0.08871108668
807	0.08851408426
808	0.08835268311
809	0.08824188666
810	0.08813977967
811	0.08802123002
812	0.08788389318
813	0.08771709883
814	0.08753568019
815	0.08741779598
816	0.08730312293
817	0.08721418555
818	0.0870679039
819	0.08693298897
820	0.08676710767
821	0.08666219963
822	0.08653732052
823	0.08647836681
824	0.08630821429
825	0.08616342603
826	0.08603877131
827	0.08585914782
828	0.0856736514
829	0.08555677309
830	0.08533165179
831	0.08517357786
832	0.0850543705
833	0.08494103608
834	0.08480994358
835	0.08465207856
836	0.08453410924
837	0.08435737192
838	0.08428048991
839	0.08415650838
840	0.08399189607
841	0.08384204733
842	0.08363163544
843	0.08349649611
844	0.08338169926
845	0.08331318946
846	0.08318797763
847	0.08310099789
848	0.08297329452
849	0.08283448751
850	0.08267739627
851	0.08257072402
852	0.08248011529
853	0.08237279308
854	0.08226899927
855	0.08217059091
856	0.08208106546
857	0.08187011966
858	0.08178813075
859	0.0816705638
860	0.08152907954
861	0.08143338712
862	0.08134383846
863	0.08125557426
864	0.08108310042
865	0.08100539821
866	0.08091937021
867	0.08075158543
868	0.08055996073
869	0.08040764366
870	0.0802553498
871	0.08015448085
872	0.08002929223
873	0.07984697601
874	0.07972379147
875	0.07958671771
876	0.07949710714
877	0.07937227446
878	0.07929828636
879	0.07918643758
880	0.07903757927
881	0.07895502551
882	0.07882636266
883	0.0787409382
884	0.07868083931
885	0.0786051489
886	0.078462179
887	0.07836995309
888	0.07823326622
889	0.07807294834
890	0.07797072529
891	0.07786581724
892	0.07774791756
893	0.07754137453
894	0.07739709696
895	0.07730913452
896	0.0772687823
897	0.07719565308
898	0.07701366958
899	0.07689768886
900	0.07678755012
901	0.07666919391
902	0.07654062391
903	0.07650122343
904	0.0764195595
905	0.07632316295
906	0.07620626144
907	0.07608970812
908	0.07594989521
909	0.07581435353
910	0.07573415203
911	0.07558329739
912	0.07548705559
913	0.07541248716
914	0.07531119263
915	0.07523521594
916	0.07517465278
917	0.07507150894
918	0.07497614924
919	0.07487907178
920	0.07482370837
921	0.07466354525
922	0.07457901837
923	0.07445812419
924	0.07432505083
925	0.07425810406
926	0.07416212535
927	0.07411577639
928	0.07399152404
929	0.07395226283
930	0.0738432538
931	0.07374495377
932	0.073673434
933	0.07358382343
934	0.07349685143
935	0.07339346772
936	0.07327060042
937	0.07314401128
938	0.07303348564
939	0.0729632426
940	0.07277866696
941	0.0726519927
942	0.07254214026
943	0.07244988339
944	0.07235377314
945	0.07227074737
946	0.07221583275
947	0.07211653456
948	0.07203288978
949	0.07196369906
950	0.07186983275
951	0.07164806188
952	0.07154258898
953	0.07142540117
954	0.07129947747
955	0.07108761863
956	0.07100969976
957	0.07094023049
958	0.07082219927
959	0.07068038229
960	0.07051984775
961	0.07043642737
962	0.07034037128
963	0.07022594583
964	0.07013389789
965	0.07004005479
966	0.06991303233
967	0.06979890092
968	0.06963670278
969	0.06954019016
970	0.06945636742
971	0.06934831786
972	0.06924894228
973	0.06913477219
974	0.06906226973
975	0.06895485466
976	0.06881039912
977	0.06873139697
978	0.06863818836
979	0.06852277249
980	0.06847186601
981	0.06839761483
982	0.0683441549
983	0.06826882817
984	0.06812137813
985	0.06799177901
986	0.06790941869
987	0.06778665198
988	0.067699355
989	0.06763953466
990	0.06752941913
991	0.0673846386
992	0.06727788898
993	0.06720603649
994	0.06712333571
995	0.06704566445
996	0.06691935386
997	0.06678973927
998	0.0666613395
999	0.06661170201
